outcome,from_year,for_years,gwcode,p_up,p_same,p_down
v2x_freexp_altinf,2014,2015 - 2016,645,0.16562962962962963,0.6935471934156379,0.16877777777777778
v2x_freexp_altinf,2014,2015 - 2016,651,0.269537037037037,0.5640797325102881,0.22777777777777777
v2x_freexp_altinf,2014,2015 - 2016,652,0.22144708994708995,0.7582240285126396,0.026111111111111113
v2x_freexp_altinf,2014,2015 - 2016,660,0.051111111111111114,0.8940641975308642,0.057777777777777775
v2x_freexp_altinf,2014,2015 - 2016,663,0.14574074074074073,0.8181905349794238,0.042222222222222223
v2x_freexp_altinf,2014,2015 - 2016,666,0.014444444444444444,0.9358215020576132,0.05046296296296296
v2x_freexp_altinf,2014,2015 - 2016,670,0.050132275132275125,0.9387859347442681,0.011666666666666667
v2x_freexp_altinf,2014,2015 - 2016,678,0.167,0.5868793518518518,0.295462962962963
v2x_freexp_altinf,2014,2015 - 2016,690,0.043703703703703696,0.8452596707818931,0.11611111111111111
v2x_freexp_altinf,2014,2015 - 2016,694,0.010925925925925924,0.9780843621399178,0.011111111111111112
v2x_freexp_altinf,2014,2015 - 2016,696,0.0811111111111111,0.8800913580246913,0.042222222222222223
